track_id,title,artist,has_embedding,embedding_dim,model,embedding_text,updated_at
c4d7f86cee417e126269a9f5d15b320f5134e68bb30aac584537427a02aaddb9,Physical,Dua Lipa,no,,,,
c61a8480966f3bbd0492dc37461c0fb70ea0b07bac542c92cfcf7bf9042d5033,Faded,Alan Walker,no,,,,
c65723e17aa5f45e6f7446d0eff3d36cd53347300598cf5a065a2c0283fa8c2d,Spicy,aespa,no,,,,
c77ad5964d67cfd989d897897071e56ef4aa732c120e34b55445e18dc0e74f32,Unholy,Sam Smith;Kim Petras,no,,,,
ca0d45bc6c554c580063d42c662d634fa05315d3cc47e59960425f1841e00baf,GHOST TOWN,Benson Boone,no,,,,
cc4b366b4b5151e1bc7c320a6c8b0fddc7fe6be36c0f35276dc1e59fdb9deb97,悬溺,葛东琪,no,,,,
d01f402449e146c9a22a407755dc040e0ebbea502a83a4b9b7a8a89a92c327c4,the boy is mine,Ariana Grande,no,,,,
d038530279d8c543a37997d5f845202dadb76da4e4ca787a93f3ba022cc62734,飞鸟和蝉,任然,no,,,,
d04349e2e7e474e4ad81466a3ce8b898c62cc85c0b21f21e02e1f39c50ecbb00,seasons,wave to earth,no,,,,
d225846814eb0c5fe2682ddc68ffe6c1f93228dbc82cfc371359f058543d953c,bad,wave to earth,no,,,,
d349684d87ab5b9a5227334d2d1b0bdfd7cc77a3582f9f15da3b9fc9d25bb9a3,One Of Your Girls,Troye Sivan,no,,,,
d45beb0801ed4edc72aefdec4dbb4f31f3b5151ec462a55874f540f7c0ea338f,Dance The Night,Dua Lipa,no,,,,
d45de23b906ecf890c417097ae59db46801b65cc8cb6743b41cb8bed8d65e010,10:35,Tiësto;Tate McRae,no,,,,
d5605ab076023d3d79a5bff7c37ef1f3095675d73a2b4d49378191aeb595ea92,Von dutch (Explicit),Charli xcx,no,,,,
d58911244f887d0f5d435d94b3ef3a84592d1e33435c5f0eed266e2f40304056,无人之岛,任然,no,,,,
d6839900189400d46fdc276dd6008867b70c796fba291ce8070b31da2cdcc325,Say So,Doja Cat,no,,,,
d6d7cd7ab3c7f510833217d8b57ce695787b9f1699852fc89f41a3bbc7a4a977,we can't be friends (wait for your love)(a cappella),Ariana Grande,no,,,,
d756f70876968e03d0ad81dadaa847a76967632edb57d8b56bfbc563366f6942,Houdini,Dua Lipa,no,,,,
d8fb2b4487758101c6e070f2d3f3669776c68560ee494e7f481a947991fd006b,Breaking Me,Topic;A7S,no,,,,
db9d0d9abd23cf826f54722c44230ec1bb6b43af4bb18ab85c143dbf7b252403,Strangers,Kenya Grace,no,,,,
dd0abd9c23c7694068b35a2b5d06f9e9ec89b2249b77717b61406c8f00e7284c,MONEY,LISA,no,,,,
dda9168cbdea65c2460b4aa1962aefe083c7f3d0da65f1230ea9140f58affc43,Bang!,AJR,no,,,,
e2140d5b95c19d0bbe5aca4798f8e741cd7c17ff787986acbc52a634fc688f49,Woman,Doja Cat,no,,,,
e21f8c4a654e70eaca572a3b6b4fcd5771e472094565be4d7857c7f5bb57a882,唯一,G.E.M. 邓紫棋,no,,,,
e353128c20dcff27d5c0cfa2613a478992515c2198cd3e5b62fd0e3e8ba88480,In The Stars,Benson Boone,no,,,,
e3810e0d826a6affd5c8247cfda9bd92fb00408fcef8d2ebb3dabbdd266dc77e,EASY,LE SSERAFIM,no,,,,
e70a38df417d2ad0c3154d44ee996aae43893ef762a1964ccf5b5e9dfc5a5691,Genesis.,RAYE,no,,,,
e81d4452199a823dcf04c2556b098941519b3ddc911a1338ba5f36d4444cbfb9,Illusion,Dua Lipa,no,,,,
eae191d96b2c78fbf5fd84b9695ff56c7fe33d73468e2bf4bb1ea8a6be239130,死ぬのがいいわ,藤井 風,no,,,,
eb411fe97f00a4f93b49ae26436ac1d7e158c95c12b937a1654f4d3cbdb2bb16,壁上观,一棵小葱;张曦匀,no,,,,
ebc66e824361b22d4c3a4cb2f25780b8c981676089506c714f65e768b4a80bae,Slumber Party,Ashnikko;Princess Nokia,no,,,,
ed1a95a83258352003cf3fca8e47b6e96edcd9eda4364c524c71ccb71d2cf2e0,Turn Down For What,DJ Snake;Lil Jon,no,,,,
ee21a86303b8fdcef481a1caec9aa99ad5d45c52441d405f0930322b3c32fc4e,Agora Hills (Explicit),Doja Cat,no,,,,
ee5ab277320b432637e0a2b997010805f9cf826d748ddfd6018935f08d6b9336,Pink Pony Club,Chappell Roan,no,,,,
f0de9677a23cf0e7f00d4fa0bee396f3e938950d5c7ae933bbcddf62b42c0ed4,Padam Padam,Kylie Minogue,no,,,,
f28a0bcb852678d92b9c4a41e024934fcbbb57adafc64b95bb55aab200ce4472,Break My Heart,Dua Lipa,no,,,,
f3cc9a15711febb8af9191ef7b308b0edc8dcaa39fce335a8fba6a2373dae081,Snowman,Sia,no,,,,
f5d0f0cfab0b8bd175c72951196963d43279e2fb82c9255ddf645bd5cc151efc,Love Hangover (feat. Dominic Fike)(Explicit),JENNIE;Dominic Fike,no,,,,
f638cb26e87f1e4b6b0996a1f8fa138f700458ebf4750383607327a4eec01d97,obsessed (Explicit),Olivia Rodrigo,no,,,,
f712086732d3f64b85d72edec00bc01be17b909ac64b6b199c9174d7bc437eee,Baddie,IVE,no,,,,
f7c7c89a951af2ac21ee44dfd32f0e02d6a364ec8b3a6d2663c728b914b0df17,Sweetest Pie,Megan Thee Stallion;Dua Lipa,no,,,,
f87b1ed58714ddd385b06348fcabdc8666484122d28292bf48800ec920851343,KICK BACK,米津玄師,no,,,,
f87c90eef35334df358d46210a16af44107a9c9eb73160577965a4717df168ea,Flowers,Miley Cyrus,no,,,,
f8d19330d4725bcc59b1e727dd8cecdfc5dc687dd93e8d52fa21ad22879609ec,Reckless,Madison Beer,no,,,,
f8e76d6247b036e70083597003efe6e7ce6554aadf24b938e3bb111a95a9fb92,Houdini,Dua Lipa,no,,,,
f92acf22fa1995e8270ae5124cfb975e7e4add863a4c0180c73929dc1445085d,Lavender Haze (Explicit),Taylor Swift,no,,,,
f9b5cc0f4c79ebf9e7257bdc04e6fba312d6f39c03fa2aed60c25557c83fada8,BOYSHIT,Madison Beer,no,,,,
f9ec0752aec6529736429c4fca5d9eb0adbdbe62102e3bced9ccd347aafe64a1,New Woman (ft. ROSALíA),LISA;ROSALÍA,no,,,,
f9f504f9b73657ba15efd07a2fa53f42667fc95d5aa25ca05ff2201b48587118,You should be sad,Halsey,no,,,,
fb9bbbac28b3e2b1225051788a750797f20e618bec287b314af3e40f4abf34e6,Oxytocin,Billie Eilish,no,,,,
fd02a6acac031770e0afe8fef623f8b13c1937287e8b230dd80b7a80c2c5a6a5,别让爱凋落 (Live),王赫野;喻言,no,,,,
ffb00e668022db8393e7bb7ab1de20e78b4c6267a0e0a6e51f6e08c649ca4e4d,help herself,bbno$;Diamond Pistols,no,,,,
ffb941b0e5447e79df6ec49a363df74091062a02ea9e87588e9c371c89e825d7,Cruel Summer,Taylor Swift,no,,,,
ffe9939924793888b71940f679a6192679c4950bfbd1ffe5f262d74e33019935,Training Season,Dua Lipa,no,,,,
