severity,issue_type,track_id,title,artist,details,suggested_fix
medium,embedding_missing,341c0f788a7e95ae48a4e3d6980602730d1a37525fd85098310cabc6be35e28f,土坡上的狗尾草,卢润泽,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Generate embedding when library grows
medium,missing_bpm,f87b1ed58714ddd385b06348fcabdc8666484122d28292bf48800ec920851343,KICK BACK,米津玄師,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,f87b1ed58714ddd385b06348fcabdc8666484122d28292bf48800ec920851343,KICK BACK,米津玄師,BPM not analyzed.,Generate embedding when library grows
high,partial_tags,d038530279d8c543a37997d5f845202dadb76da4e4ca787a93f3ba022cc62734,飞鸟和蝉,任然,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Re-run LLM batch or manual review
medium,missing_bpm,d038530279d8c543a37997d5f845202dadb76da4e4ca787a93f3ba022cc62734,飞鸟和蝉,任然,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Run Essentia/librosa analysis pipeline
medium,low_confidence_tags,d038530279d8c543a37997d5f845202dadb76da4e4ca787a93f3ba022cc62734,飞鸟和蝉,任然,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Review tags and increase confidence sources
medium,embedding_missing,d038530279d8c543a37997d5f845202dadb76da4e4ca787a93f3ba022cc62734,飞鸟和蝉,任然,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Generate embedding when library grows
high,partial_tags,d58911244f887d0f5d435d94b3ef3a84592d1e33435c5f0eed266e2f40304056,无人之岛,任然,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Re-run LLM batch or manual review
medium,missing_bpm,d58911244f887d0f5d435d94b3ef3a84592d1e33435c5f0eed266e2f40304056,无人之岛,任然,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Run Essentia/librosa analysis pipeline
medium,low_confidence_tags,d58911244f887d0f5d435d94b3ef3a84592d1e33435c5f0eed266e2f40304056,无人之岛,任然,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Review tags and increase confidence sources
medium,embedding_missing,d58911244f887d0f5d435d94b3ef3a84592d1e33435c5f0eed266e2f40304056,无人之岛,任然,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Generate embedding when library grows
high,partial_tags,eae191d96b2c78fbf5fd84b9695ff56c7fe33d73468e2bf4bb1ea8a6be239130,死ぬのがいいわ,藤井 風,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Re-run LLM batch or manual review
medium,missing_bpm,eae191d96b2c78fbf5fd84b9695ff56c7fe33d73468e2bf4bb1ea8a6be239130,死ぬのがいいわ,藤井 風,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Run Essentia/librosa analysis pipeline
medium,low_confidence_tags,eae191d96b2c78fbf5fd84b9695ff56c7fe33d73468e2bf4bb1ea8a6be239130,死ぬのがいいわ,藤井 風,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Review tags and increase confidence sources
medium,embedding_missing,eae191d96b2c78fbf5fd84b9695ff56c7fe33d73468e2bf4bb1ea8a6be239130,死ぬのがいいわ,藤井 風,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Generate embedding when library grows
high,missing_vibe,fd02a6acac031770e0afe8fef623f8b13c1937287e8b230dd80b7a80c2c5a6a5,别让爱凋落 (Live),王赫野、喻言,No vibe tags. BPM not analyzed.,Assign 2-4 vibe tags from dictionary
medium,missing_bpm,fd02a6acac031770e0afe8fef623f8b13c1937287e8b230dd80b7a80c2c5a6a5,别让爱凋落 (Live),王赫野、喻言,No vibe tags. BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,fd02a6acac031770e0afe8fef623f8b13c1937287e8b230dd80b7a80c2c5a6a5,别让爱凋落 (Live),王赫野、喻言,No vibe tags. BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,20e8fd998c7f4c56315d8f9094e8a3fdcda517e886f23e3e028a58a4d73774e0,爱你,王心凌,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,20e8fd998c7f4c56315d8f9094e8a3fdcda517e886f23e3e028a58a4d73774e0,爱你,王心凌,BPM not analyzed.,Generate embedding when library grows
high,partial_tags,4a069eebf97591779d1f289cd208fa4a6f38c0174ab2bb309137d25539e4243c,木偶人,薛之谦,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Re-run LLM batch or manual review
medium,missing_bpm,4a069eebf97591779d1f289cd208fa4a6f38c0174ab2bb309137d25539e4243c,木偶人,薛之谦,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Run Essentia/librosa analysis pipeline
medium,low_confidence_tags,4a069eebf97591779d1f289cd208fa4a6f38c0174ab2bb309137d25539e4243c,木偶人,薛之谦,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Review tags and increase confidence sources
medium,embedding_missing,4a069eebf97591779d1f289cd208fa4a6f38c0174ab2bb309137d25539e4243c,木偶人,薛之谦,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Generate embedding when library grows
high,partial_tags,eb411fe97f00a4f93b49ae26436ac1d7e158c95c12b937a1654f4d3cbdb2bb16,壁上观,一棵小葱、张曦匀,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Re-run LLM batch or manual review
medium,missing_bpm,eb411fe97f00a4f93b49ae26436ac1d7e158c95c12b937a1654f4d3cbdb2bb16,壁上观,一棵小葱、张曦匀,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Run Essentia/librosa analysis pipeline
medium,low_confidence_tags,eb411fe97f00a4f93b49ae26436ac1d7e158c95c12b937a1654f4d3cbdb2bb16,壁上观,一棵小葱、张曦匀,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Review tags and increase confidence sources
medium,embedding_missing,eb411fe97f00a4f93b49ae26436ac1d7e158c95c12b937a1654f4d3cbdb2bb16,壁上观,一棵小葱、张曦匀,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Generate embedding when library grows
high,partial_tags,48a4fda2457a4bfce3440bda8906f09051d3de732c0a24c786eacb0059b7e024,阿嬷,周林枫,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Re-run LLM batch or manual review
medium,missing_bpm,48a4fda2457a4bfce3440bda8906f09051d3de732c0a24c786eacb0059b7e024,阿嬷,周林枫,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Run Essentia/librosa analysis pipeline
medium,low_confidence_tags,48a4fda2457a4bfce3440bda8906f09051d3de732c0a24c786eacb0059b7e024,阿嬷,周林枫,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Review tags and increase confidence sources
medium,embedding_missing,48a4fda2457a4bfce3440bda8906f09051d3de732c0a24c786eacb0059b7e024,阿嬷,周林枫,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Generate embedding when library grows
high,partial_tags,405256d90fe8180cb1d78afc03d32cbb2fe39d836c33080d7d25283f61cc27f9,大鱼,周深,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Re-run LLM batch or manual review
medium,missing_bpm,405256d90fe8180cb1d78afc03d32cbb2fe39d836c33080d7d25283f61cc27f9,大鱼,周深,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Run Essentia/librosa analysis pipeline
medium,low_confidence_tags,405256d90fe8180cb1d78afc03d32cbb2fe39d836c33080d7d25283f61cc27f9,大鱼,周深,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Review tags and increase confidence sources
medium,embedding_missing,405256d90fe8180cb1d78afc03d32cbb2fe39d836c33080d7d25283f61cc27f9,大鱼,周深,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Generate embedding when library grows
medium,missing_bpm,a50df70b1b915025b0c8bb96d4f38e81a570081dd6efb961f91034edc3c47d6a,化身孤岛的鲸,周深,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,a50df70b1b915025b0c8bb96d4f38e81a570081dd6efb961f91034edc3c47d6a,化身孤岛的鲸,周深,BPM not analyzed.,Generate embedding when library grows
high,partial_tags,a35d70b04defbbd2fceb2614f990eb944c0d1460f8508386212e69e58f169357,起风了,周深,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Re-run LLM batch or manual review
medium,missing_bpm,a35d70b04defbbd2fceb2614f990eb944c0d1460f8508386212e69e58f169357,起风了,周深,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Run Essentia/librosa analysis pipeline
medium,low_confidence_tags,a35d70b04defbbd2fceb2614f990eb944c0d1460f8508386212e69e58f169357,起风了,周深,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Review tags and increase confidence sources
medium,embedding_missing,a35d70b04defbbd2fceb2614f990eb944c0d1460f8508386212e69e58f169357,起风了,周深,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Generate embedding when library grows
medium,missing_bpm,8a6958a41bb1fb763536d3aa4cf9bde2125ebcec9a59fc2124c839eea3f3b34d,Armageddon,aespa,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,8a6958a41bb1fb763536d3aa4cf9bde2125ebcec9a59fc2124c839eea3f3b34d,Armageddon,aespa,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,02727e4f165c5c2fd6cea7fabea3cf75c5cff590904e3961e513d9fa2ea5684d,Drama,aespa,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,02727e4f165c5c2fd6cea7fabea3cf75c5cff590904e3961e513d9fa2ea5684d,Drama,aespa,BPM not analyzed.,Generate embedding when library grows
medium,duplicate_suspect,02727e4f165c5c2fd6cea7fabea3cf75c5cff590904e3961e513d9fa2ea5684d,Drama,aespa,BPM not analyzed.,Dedupe by file_hash / AcoustID
medium,missing_bpm,7c1e416c5c8360ba9f21a1a0819d0a7c47e79474d61b32f7b7d0553bc08ba514,Drama,aespa,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,7c1e416c5c8360ba9f21a1a0819d0a7c47e79474d61b32f7b7d0553bc08ba514,Drama,aespa,BPM not analyzed.,Generate embedding when library grows
medium,duplicate_suspect,7c1e416c5c8360ba9f21a1a0819d0a7c47e79474d61b32f7b7d0553bc08ba514,Drama,aespa,BPM not analyzed.,Dedupe by file_hash / AcoustID
medium,missing_bpm,5486ff72afe77ed9fd175a0c5f09cd5f0e3581fb4d6ca2d301cbbd4320f3f302,Savage,aespa,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,5486ff72afe77ed9fd175a0c5f09cd5f0e3581fb4d6ca2d301cbbd4320f3f302,Savage,aespa,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,c65723e17aa5f45e6f7446d0eff3d36cd53347300598cf5a065a2c0283fa8c2d,Spicy,aespa,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,c65723e17aa5f45e6f7446d0eff3d36cd53347300598cf5a065a2c0283fa8c2d,Spicy,aespa,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,2e8f60495a8ef352ccfd4d0787de249235c6fb3a168af1fea87c20cd91bc2664,Supernova,aespa,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,2e8f60495a8ef352ccfd4d0787de249235c6fb3a168af1fea87c20cd91bc2664,Supernova,aespa,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,3de88578cd68f443c57de6abeefe5c02ddd994ffe7d894f9b6d0d73956c007cb,Whiplash,aespa,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,3de88578cd68f443c57de6abeefe5c02ddd994ffe7d894f9b6d0d73956c007cb,Whiplash,aespa,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,dda9168cbdea65c2460b4aa1962aefe083c7f3d0da65f1230ea9140f58affc43,Bang!,AJR,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,dda9168cbdea65c2460b4aa1962aefe083c7f3d0da65f1230ea9140f58affc43,Bang!,AJR,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,6d865a316f7df84b393926b79f696701ce733e089f71c91b0926590df8818014,Way Less Sad,AJR,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,6d865a316f7df84b393926b79f696701ce733e089f71c91b0926590df8818014,Way Less Sad,AJR,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,c61a8480966f3bbd0492dc37461c0fb70ea0b07bac542c92cfcf7bf9042d5033,Faded,Alan Walker,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,c61a8480966f3bbd0492dc37461c0fb70ea0b07bac542c92cfcf7bf9042d5033,Faded,Alan Walker,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,3040046c1c745cac00b46953cc72ba1b74c46431721bf6269abadc6098bdb91f,Darkside,Alan Walker;Au/Ra;Tomine Harket,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,3040046c1c745cac00b46953cc72ba1b74c46431721bf6269abadc6098bdb91f,Darkside,Alan Walker;Au/Ra;Tomine Harket,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,73f4ae3f208c1d202fa2172f6cc939a8ae9bcc69060f188ba35cbd03ded9bde4,2002,Anne-Marie,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,73f4ae3f208c1d202fa2172f6cc939a8ae9bcc69060f188ba35cbd03ded9bde4,2002,Anne-Marie,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,309bd47ce44b4c1cdd81b9eadc7b256e310918365816ee7ac5caf27894ef6728,7 rings,Ariana Grande,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,309bd47ce44b4c1cdd81b9eadc7b256e310918365816ee7ac5caf27894ef6728,7 rings,Ariana Grande,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,9b6611d6733b817078469ddfc60ea824abd42e90723f3bf29cc089a33c3cc68d,"break up with your girlfriend, i'm bored (Explicit)",Ariana Grande,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,9b6611d6733b817078469ddfc60ea824abd42e90723f3bf29cc089a33c3cc68d,"break up with your girlfriend, i'm bored (Explicit)",Ariana Grande,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,483b42ab0b878a04f6d0cc6424a7d21c15a2f07aec6b53fd97abc036a26fb099,eternal sunshine,Ariana Grande,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,483b42ab0b878a04f6d0cc6424a7d21c15a2f07aec6b53fd97abc036a26fb099,eternal sunshine,Ariana Grande,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,0ac335ca05ad572692ce761608e77048828c011d31eb7d9313275bf6ef50f665,supernatural,Ariana Grande,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,0ac335ca05ad572692ce761608e77048828c011d31eb7d9313275bf6ef50f665,supernatural,Ariana Grande,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,d01f402449e146c9a22a407755dc040e0ebbea502a83a4b9b7a8a89a92c327c4,the boy is mine,Ariana Grande,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,d01f402449e146c9a22a407755dc040e0ebbea502a83a4b9b7a8a89a92c327c4,the boy is mine,Ariana Grande,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,d6d7cd7ab3c7f510833217d8b57ce695787b9f1699852fc89f41a3bbc7a4a977,we can't be friends (wait for your love)(a cappella),Ariana Grande,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,d6d7cd7ab3c7f510833217d8b57ce695787b9f1699852fc89f41a3bbc7a4a977,we can't be friends (wait for your love)(a cappella),Ariana Grande,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,8fbc3ba2b2228e1f144893c7fd57a0fac5f88070fd2f86403fffc5edf53fa0d4,"yes, and (Explicit)",Ariana Grande,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,8fbc3ba2b2228e1f144893c7fd57a0fac5f88070fd2f86403fffc5edf53fa0d4,"yes, and (Explicit)",Ariana Grande,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,743ce2b61d75d50d764d927386aa16f22140f93fb81ad3a4f0303de21c664dab,"yes, and?",Ariana Grande,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,743ce2b61d75d50d764d927386aa16f22140f93fb81ad3a4f0303de21c664dab,"yes, and?",Ariana Grande,BPM not analyzed.,Generate embedding when library grows
high,partial_tags,a3966c8bbdfcd7c6e8ce86c74db337fcc4278c5aca57641f336f01975d29dc7b,i like the way you kiss me,Artemas,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Re-run LLM batch or manual review
medium,missing_bpm,a3966c8bbdfcd7c6e8ce86c74db337fcc4278c5aca57641f336f01975d29dc7b,i like the way you kiss me,Artemas,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Run Essentia/librosa analysis pipeline
medium,low_confidence_tags,a3966c8bbdfcd7c6e8ce86c74db337fcc4278c5aca57641f336f01975d29dc7b,i like the way you kiss me,Artemas,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Review tags and increase confidence sources
medium,embedding_missing,a3966c8bbdfcd7c6e8ce86c74db337fcc4278c5aca57641f336f01975d29dc7b,i like the way you kiss me,Artemas,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Generate embedding when library grows
medium,missing_bpm,5fa214e7021bb3e881bb67ca86ac227fa67708f6a956042b4b940ae73c094e0d,Moral of the Story,Ashe,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,5fa214e7021bb3e881bb67ca86ac227fa67708f6a956042b4b940ae73c094e0d,Moral of the Story,Ashe,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,15ca4cbef5dcf0dfe65901265739845e3f942a4b8f28275beeed8b078e8d8bda,Daisy (Explicit),Ashnikko,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,15ca4cbef5dcf0dfe65901265739845e3f942a4b8f28275beeed8b078e8d8bda,Daisy (Explicit),Ashnikko,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,53365761a25aad8bd79c21fe5362d0a4fd702ee417790be1af314a92e38a0c56,STUPID (feat. Yung Baby Tate),Ashnikko;Baby Tate,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,53365761a25aad8bd79c21fe5362d0a4fd702ee417790be1af314a92e38a0c56,STUPID (feat. Yung Baby Tate),Ashnikko;Baby Tate,BPM not analyzed.,Generate embedding when library grows
high,missing_vibe,ebc66e824361b22d4c3a4cb2f25780b8c981676089506c714f65e768b4a80bae,Slumber Party,Ashnikko;Princess Nokia,No vibe tags. BPM not analyzed.,Assign 2-4 vibe tags from dictionary
medium,missing_bpm,ebc66e824361b22d4c3a4cb2f25780b8c981676089506c714f65e768b4a80bae,Slumber Party,Ashnikko;Princess Nokia,No vibe tags. BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,ebc66e824361b22d4c3a4cb2f25780b8c981676089506c714f65e768b4a80bae,Slumber Party,Ashnikko;Princess Nokia,No vibe tags. BPM not analyzed.,Generate embedding when library grows
high,missing_vibe,22df9cc4afbf7c01ee43f68a1c0bb3cbca2e222662248190f978aab2031cb3da,Slumber Party (feat. Princess Nokia),Ashnikko;Princess Nokia,No vibe tags. BPM not analyzed.,Assign 2-4 vibe tags from dictionary
medium,missing_bpm,22df9cc4afbf7c01ee43f68a1c0bb3cbca2e222662248190f978aab2031cb3da,Slumber Party (feat. Princess Nokia),Ashnikko;Princess Nokia,No vibe tags. BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,22df9cc4afbf7c01ee43f68a1c0bb3cbca2e222662248190f978aab2031cb3da,Slumber Party (feat. Princess Nokia),Ashnikko;Princess Nokia,No vibe tags. BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,4268cc01a3ffaba0335cabe73e3ebf83a16eea021db5939322f76c3fe0bb7cb6,Welcome to Chilis,Baby Gravy;Yung Gravy;bbno$,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,4268cc01a3ffaba0335cabe73e3ebf83a16eea021db5939322f76c3fe0bb7cb6,Welcome to Chilis,Baby Gravy;Yung Gravy;bbno$,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,574efc0a2781f04c170369fc8a6cbed13b18cd030e1719b69636d8674d63d315,SHEESH,BABYMONSTER,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,574efc0a2781f04c170369fc8a6cbed13b18cd030e1719b69636d8674d63d315,SHEESH,BABYMONSTER,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,7f6f9d7fde69b2d6fce0c9e23570f79148f2991b007b15c2a34c391c0e8c9257,it boy,bbno$,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,7f6f9d7fde69b2d6fce0c9e23570f79148f2991b007b15c2a34c391c0e8c9257,it boy,bbno$,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,ffb00e668022db8393e7bb7ab1de20e78b4c6267a0e0a6e51f6e08c649ca4e4d,help herself,bbno$;Diamond Pistols,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,ffb00e668022db8393e7bb7ab1de20e78b4c6267a0e0a6e51f6e08c649ca4e4d,help herself,bbno$;Diamond Pistols,BPM not analyzed.,Generate embedding when library grows
high,partial_tags,9516a34a417180ba2d4c047d759f4f965389fea1fb74820b9598e4a71164c284,Beautiful Things,Benson Boone,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Re-run LLM batch or manual review
medium,missing_bpm,9516a34a417180ba2d4c047d759f4f965389fea1fb74820b9598e4a71164c284,Beautiful Things,Benson Boone,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Run Essentia/librosa analysis pipeline
medium,low_confidence_tags,9516a34a417180ba2d4c047d759f4f965389fea1fb74820b9598e4a71164c284,Beautiful Things,Benson Boone,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Review tags and increase confidence sources
medium,embedding_missing,9516a34a417180ba2d4c047d759f4f965389fea1fb74820b9598e4a71164c284,Beautiful Things,Benson Boone,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Generate embedding when library grows
medium,missing_bpm,ca0d45bc6c554c580063d42c662d634fa05315d3cc47e59960425f1841e00baf,GHOST TOWN,Benson Boone,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,ca0d45bc6c554c580063d42c662d634fa05315d3cc47e59960425f1841e00baf,GHOST TOWN,Benson Boone,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,e353128c20dcff27d5c0cfa2613a478992515c2198cd3e5b62fd0e3e8ba88480,In The Stars,Benson Boone,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,e353128c20dcff27d5c0cfa2613a478992515c2198cd3e5b62fd0e3e8ba88480,In The Stars,Benson Boone,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,bf547264c3268a8c4b7fb37947f0aa45748d10925fa75d22cb86f72c0afcea89,bad guy,Billie Eilish,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,bf547264c3268a8c4b7fb37947f0aa45748d10925fa75d22cb86f72c0afcea89,bad guy,Billie Eilish,BPM not analyzed.,Generate embedding when library grows
high,partial_tags,0aebb796e3884848a4e1bfffe2252e2b7c40ab5468a16b47f074a9a296f1a0a8,BIRDS OF A FEATHER,Billie Eilish,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Re-run LLM batch or manual review
medium,missing_bpm,0aebb796e3884848a4e1bfffe2252e2b7c40ab5468a16b47f074a9a296f1a0a8,BIRDS OF A FEATHER,Billie Eilish,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Run Essentia/librosa analysis pipeline
medium,low_confidence_tags,0aebb796e3884848a4e1bfffe2252e2b7c40ab5468a16b47f074a9a296f1a0a8,BIRDS OF A FEATHER,Billie Eilish,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Review tags and increase confidence sources
medium,embedding_missing,0aebb796e3884848a4e1bfffe2252e2b7c40ab5468a16b47f074a9a296f1a0a8,BIRDS OF A FEATHER,Billie Eilish,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.,Generate embedding when library grows
medium,missing_bpm,3985b86f740fbc636ad6018d3d7376abb824c78210a4f27da4c4ad7b7b993697,CHIHIRO,Billie Eilish,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,3985b86f740fbc636ad6018d3d7376abb824c78210a4f27da4c4ad7b7b993697,CHIHIRO,Billie Eilish,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,fb9bbbac28b3e2b1225051788a750797f20e618bec287b314af3e40f4abf34e6,Oxytocin,Billie Eilish,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,fb9bbbac28b3e2b1225051788a750797f20e618bec287b314af3e40f4abf34e6,Oxytocin,Billie Eilish,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,50fff2ab373b07dd5b6d84a84d8186952f83d8070b83f8cdd20a135bc1684d49,WILDFLOWER,Billie Eilish,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,50fff2ab373b07dd5b6d84a84d8186952f83d8070b83f8cdd20a135bc1684d49,WILDFLOWER,Billie Eilish,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,9b47721ce2953ee66cd37d67f0cb42c787221f833a7183772ac976f1b6580c4d,lovely,Billie Eilish;Khalid,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,9b47721ce2953ee66cd37d67f0cb42c787221f833a7183772ac976f1b6580c4d,lovely,Billie Eilish;Khalid,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,13ff19db77fe2b64cd7fa1f1aa256aeac151d47e5d14a5319e9cf49aac0527ed,JUMP,BLACKPINK,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,13ff19db77fe2b64cd7fa1f1aa256aeac151d47e5d14a5319e9cf49aac0527ed,JUMP,BLACKPINK,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,a14332efa15b4930e67789cf49dfec92a7583c56c6e12c53ac563f8a364f74fd,Pretty Savage,BLACKPINK,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,a14332efa15b4930e67789cf49dfec92a7583c56c6e12c53ac563f8a364f74fd,Pretty Savage,BLACKPINK,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,6a395cb2797ff52d67dbc3794cef4f2bc5acb905541f8841af6621db1ad8a1e7,Cool About It,boygenius,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,6a395cb2797ff52d67dbc3794cef4f2bc5acb905541f8841af6621db1ad8a1e7,Cool About It,boygenius,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,733ba1c028e3424ec790fed34b9e1e2712b6125db36cb58570b4280435241c7e,Not Strong Enough,boygenius,BPM not analyzed.,Run Essentia/librosa analysis pipeline
medium,embedding_missing,733ba1c028e3424ec790fed34b9e1e2712b6125db36cb58570b4280435241c7e,Not Strong Enough,boygenius,BPM not analyzed.,Generate embedding when library grows
medium,missing_bpm,2ce50cdd9a15f0e10ccb029fc7ad40170e50727e554b4993cb87b31c34ea0d5f,Havana,Camila Cabello;Young Thug,BPM not analyzed.,Run Essentia/librosa analysis pipeline
